is_retweet,created_at,text
False,Fri Dec 29 12:46:23 +0000 2017,"While the Fake News loves to talk about my so-called low approval rating, @foxandfriends just showed that my rating… https://t.co/u3cMWTck6M"
False,Fri Dec 22 12:47:51 +0000 2017,Our big and very popular Tax Cut and Reform Bill has taken on an unexpected new source of “love” - that is big comp… https://t.co/jnCQYxYQBh
False,Sat Dec 23 22:44:45 +0000 2017,The Stock Market is setting record after record and unemployment is at a 17 year low. So many things accomplished b… https://t.co/bctmAtxwb2
False,Tue Jan 02 12:09:17 +0000 2018,The people of Iran are finally acting against the brutal and corrupt Iranian regime. All of the money that Presiden… https://t.co/AjDsIsx0Gk
True,Thu Dec 28 22:17:36 +0000 2017,"RT @DanScavino: Congratulations to the 2017 @PinstripeBowl (Yankee Stadium) Champions, Iowa @HawkeyeFootball! https://t.co/NlaWU6bKmH"
False,Sat Dec 30 03:42:58 +0000 2017,Many reports of peaceful protests by Iranian citizens fed up with regime’s corruption &amp; its squandering of the nati… https://t.co/bL9JMWQ6bZ
False,Fri Dec 22 12:50:42 +0000 2017,So true! https://t.co/1c8hu6O5t9
False,Thu Dec 21 18:16:28 +0000 2017,"THANK YOU to everyone who joined me at the @WhiteHouse yesterday. Together, we are MAKING AMERICA GREAT AGAIN!… https://t.co/aykO3m2rVg"
False,Tue Dec 26 11:58:42 +0000 2017,Based on the fact that the very unfair and unpopular Individual Mandate has been terminated as part of our Tax Cut… https://t.co/sZ3YczC3mR
False,Fri Dec 29 00:01:47 +0000 2017,"In the East, it could be the COLDEST New Year’s Eve on record. Perhaps we could use a little bit of that good old G… https://t.co/tCjF8xdXep"
False,Tue Jan 02 14:53:47 +0000 2018,"....impartial journalists of a much higher standard, lose all of your phony and non-existent “sources,” and treat t… https://t.co/4IQrWqQMXh"
False,Thu Dec 28 02:09:22 +0000 2017,"“On 1/20 - the day Trump was inaugurated - an estimated 35,000 ISIS fighters held approx 17,500 square miles of ter… https://t.co/xnR1mXhmr3"
False,Thu Jan 04 01:06:06 +0000 2018,"Melania and I are deeply saddened by the death of Thomas S. Monson, a beloved President of the Church of Jesus Chri… https://t.co/Pge01Ug6cX"
False,Tue Jan 02 22:23:41 +0000 2018,"Congratulations to Senator Orrin Hatch on an absolutely incredible career. He has been a tremendous supporter, and… https://t.co/lhwHKYWFIl"
False,Tue Dec 19 15:07:01 +0000 2017,A  story in the @washingtonpost that I was close to “rescinding” the nomination of Justice Gorsuch prior to confirm… https://t.co/wu6B3WTgX0
False,Tue Jan 02 14:08:56 +0000 2018,Sanctions and “other” pressures are beginning to have a big impact on North Korea. Soldiers are dangerously fleeing… https://t.co/lFl6Gb81V7
